Country Code,Duration of compulsory education (years),Official entrance age to lower secondary education (years),Official entrance age to primary education (years),Theoretical duration of primary education (years),Theoretical duration of secondary education (years),Theoretical duration of upper secondary education (years),"Adjusted net enrolment rate, primary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, female (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary, female (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, primary, male (%)","Gross enrolment ratio, secondary, both sexes (%)","Gross enrolment ratio, secondary, female (%)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, secondary, male (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)","Gross intake ratio to Grade 1 of primary education, male (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Net enrolment rate, primary, both sexes (%)",Percentage of enrolment in pre-primary education in private institutions (%),Percentage of enrolment in primary education in private institutions (%),Percentage of enrolment in secondary education in private institutions (%),"Percentage of female students enrolled in primary education who are over-age, female (%)","Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of repeaters in primary education, all grades, female (%)","Percentage of repeaters in primary education, all grades, male (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)",Percentage of students in pre-primary education who are female (%),Percentage of students in primary education who are female (%),Percentage of students in secondary education who are female (%),Percentage of students in secondary general education who are female (%),Population ages 0-14 (% of total),Population ages 15-64 (% of total),Population growth (annual %),"Population, female (% of total)","Population, male (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Primary completion rate, male (%)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Short Name,Table Name,Long Name,2-alpha code,Currency Unit,Special Notes,Region,Income Group,WB-2 code,National accounts base year,National accounts reference year,SNA price valuation,Lending category,Other groups,System of National Accounts,Alternative conversion factor,PPP survey year,Balance of Payments Manual in use,External debt Reporting status,System of trade,Government Accounting concept,IMF data dissemination standard,Latest population census,Latest household survey,Source of most recent Income and expenditure data,Vital registration complete,Latest agricultural census,Latest industrial data,Latest trade data,Latest water withdrawal data,Unnamed: 31
KGZ,10,11,7,4,7,2,97.9330825805664,96.8916625976563,96.7300872802734,97.0469436645508,27.587890625,27.6376991271973,27.5400905609131,107.358581542969,106.78971862793,0.9896399974823,107.907302856445,92.0504684448242,92.7609786987305,1.01524996757507,91.368049621582,80.9051818847656,106.745758056641,106.195571899414,107.276359558105,30.24704278,40.8158580684603,22.3,89.3161773681641,3.48093008995056,1.5547000169754,2.9724600315094,1.34320998191833,1.55776000022888,0.0410000011324883,0.0403899997472763,0.0415900014340878,1.45298004150391,49.0566215515137,48.8389015197754,49.3695297241211,49.744068145752,31.0993570601567,64.6215322703426,2.05902596620676,50.4205593375255,49.5794406624745,0.2,112.008041381836,111.41136932373,112.583381652832,9.10000038146973,6.59999990463257,7.59999990463257,Kyrgyz Republic,Kyrgyz Republic,Kyrgyz Republic,KG,Kyrgyz som,,Europe & Central Asia,Lower middle income,KG,Original chained constant price data are rescaled.,1995.0,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,1990–95,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,Special Data Dissemination Standard (SDDS),2009,"Demographic and Health Survey (DHS), 2012","Expenditure survey/budget survey (ES/BS), 2012",Yes,2014,2010.0,2012.0,2006,
KHM,10,12,6,6,6,3,94.9251098632813,62.7147903442383,63.7055892944336,61.7439193725586,17.9437694549561,18.539249420166,17.3822994232178,116.657127380371,116.232597351074,0.992860019207001,117.068817138672,88.0049676101899,90.42347573878254,1.0593824074461347,85.76046947341837,106.95150321861773,118.057693481445,115.90308380127,120.104209899902,19.0,49.9405412800735,32.0,94.9251098632813,12.7938098907471,3.38672995567322,16.510148036809,16.1851100921631,19.0100402832031,5.18396997451782,4.28159999847412,6.02725982666016,17.6243095397949,50.1408386230469,49.0536994934082,50.58689922361036,49.8637886047363,31.602161025182,64.2785256902872,1.60352658015741,51.2259478350619,48.7740521649381,0.6,95.169059753418,95.8653106689453,94.479377746582,0.100000001490116,0.100000001490116,0.100000001490116,Cambodia,Cambodia,Kingdom of Cambodia,KH,Cambodian riel,,East Asia & Pacific,Low income,KH,2000,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2008,"Demographic and Health Survey (DHS), 2010","Integrated household survey (IHS), 2011",,2013,2000.0,2012.0,2006,
KIR,9,12,6,6,7,4,96.8826599121094,105.440460205078,116.353446960449,95.3799362182617,63.728820666807536,63.21785396152961,64.16069478292684,104.463409423828,106.148483276367,1.0320600271225,102.851272583008,106.17319328463132,130.5961126334542,1.4481203895909023,83.54643087453024,107.40233514061539,102.118057250977,103.019660949707,101.236259460449,12.99748389,44.9336682534962,55.9,95.2132720947266,37.40880226652489,21.603113240712553,28.025398017949684,2.92145991325378,6.01898002624512,3.915712935547391,3.655220039778996,4.192002263214718,4.4800500869751,50.572807040029126,49.682689666748,58.07297242221762,55.2667808532715,34.9444429617373,61.3520510288505,1.74908548931262,50.7054532514901,49.2945467485099,5.634402320729407,93.95750606016878,98.58090372476498,89.8307065747697,10.364888843130075,10.432438916164882,11.780270219167512,Kiribati,Kiribati,Republic of Kiribati,KI,Australian dollar,"Based on IMF and World Bank data, GDP in current and constant prices have been revised from 2000 onward. Value added components are calculated using shares from the Asian Development Bank.",East Asia & Pacific,Lower middle income,KI,2006,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,,,,,,2012.0,,
KNA,12,12,5,7,5,2,80.392448425293,93.2607879638672,95.0924606323242,91.4760894775391,86.2970733642578,81.4893569946289,90.9465026855469,82.5056610107422,83.3639678955078,1.0207200050354,81.672119140625,90.3914566040039,92.838981628418,1.05497002601624,88.0016479492188,86.1514511108398,84.8008422851563,85.5319137573242,84.0909118652344,75.7,34.449975493161965,9.7,78.3547210693359,56.0606117248535,20.2890605926514,4.88651990890503,1.17604005336761,1.93078005313873,1.97584998607635,1.32304000854492,2.62295007705688,1.55507004261017,46.4242401123047,49.780460357666,50.741081237793,50.741081237793,23.093353566571285,66.64975914020371,1.01642131407996,49.9373989858665,50.0626010047135,1.9090755516565707,85.2127685546875,86.206901550293,84.2436981201172,19.8369537681422,13.334295929043282,15.183361296987119,St. Kitts and Nevis,St. Kitts and Nevis,St. Kitts and Nevis,KN,East Caribbean dollar,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Latin America & Caribbean,High income: nonOECD,KN,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,,,Yes,,,2011.0,,
KOR,9,12,6,6,6,3,98.7600631713867,103.274642944336,102.593482971191,103.903396606445,93.5822067260742,93.5073776245117,93.6528015136719,99.0090637207031,98.6881790161133,0.993740022182465,99.3098373413085,98.8820877075195,98.3768692016602,0.990220010280609,99.3481979370117,95.2818908691406,100.541007995605,100.357498168945,100.714317321777,89.64863086,41.7617405456746,3.5,98.2074279785156,79.4813003540039,1.59249997138977,31.2289695739746,0.700200021266937,0.811909973621368,0.0,0.0,0.0,0.758040010929108,48.5059013366699,48.2266693115234,47.7414703369141,48.2944602966309,13.9046033078214,73.1299307806579,0.527288497407793,49.9449931056576,50.0550068943424,1.127069371363838,101.584106445313,101.194076538086,101.945861816406,3.5,3.70000004768372,3.59999990463257,Korea,"Korea, Rep.",Republic of Korea,KR,Korean won,New base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.,East Asia & Pacific,High income: OECD,KR,2010,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,,"Expenditure survey/budget survey (ES/BS), 1998",Yes,2010,2008.0,2012.0,2002,
KWT,9,11,6,5,7,3,97.14749488720821,90.63901057281123,90.13892281650338,91.12667747513306,64.41730358302463,64.06163167311216,64.76152900385779,103.78804153039889,102.91814778349546,0.9842466118948042,104.62657289959056,94.9726486206055,102.724876403809,1.16453003883362,88.2112884521484,97.60895739989381,105.8466863740016,105.13738278000778,106.5783454352118,77.52326901,28.4722076629351,8.7,93.55762282990258,47.2573699951172,42.8223304748535,36.8491706848145,2.01541996002197,2.74920988082886,3.9627513997948824,3.4937001397946688,4.397853417588198,2.39084005355835,48.275260925293,48.8377113342285,50.3890914916992,50.1803703308105,20.8859000242391,77.04999296203,3.97406925996328,42.553308257457,57.446691742543,0.1,91.46153859896339,91.465174251647,91.53136857241977,2.90000009536743,3.40000009536743,3.29999995231628,Kuwait,Kuwait,State of Kuwait,KW,Kuwaiti dinar,Fiscal year end: June 30; reporting period for national accounts data: CY.,Middle East & North Africa,High income: nonOECD,KW,1995,,Value added at producer prices (VAP),,,Country uses the 1968 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Family Health Survey (FHS), 1996",,Yes,,2010.0,2009.0,2002,
LAC,10,12,6,6,6,3,92.90607971380952,91.0131425849107,90.64594943703887,91.3640972835342,64.57193230295141,64.53133505238112,64.62359426080006,103.80769781175643,102.92802890441848,0.9845032377674452,104.65862075044397,84.91717456619836,84.67706920256438,1.0078086587090995,85.13441088720845,78.21285272267313,105.64286376002417,104.62628131801809,106.62235096558949,53.6963848561635,40.8437236400916,18.3,91.24085418857231,40.456751163799694,15.89974713713201,19.287379594919464,7.669806043796362,8.687097164546117,3.953809903964171,3.568061527636754,4.312192755812806,8.203002979843825,48.626523885017455,48.41446608324311,49.1623043744594,49.89205056631817,25.818372900096,66.7582452916949,1.10705368720345,50.5413644181408,49.4586355818592,0.502679094812833,91.93416606163412,92.12175595616549,91.74856780796382,8.67407990921199,6.06762472003358,7.11820779349298,Latin America & Caribbean (developing only),Latin America & Caribbean,Latin America & Caribbean (developing only),XJ,,Latin America and Caribbean regional aggregate (does not include high-income economies).,,,XJ,,,,,,,,,,,,,,,,,,,,,,
LAO,5,11,6,5,7,3,92.7118911743164,75.9908599853516,73.547233581543,78.3542098999023,35.3493804931641,36.1033706665039,34.6268692016602,111.345809936523,109.053337097168,0.960399985313416,113.549468994141,61.6972389221191,59.2634315490723,0.925180017948151,64.0561904907227,43.2757682800292,103.570106506348,102.186332702637,104.897590637207,18.2,49.8522678235786,66.1,92.7118911743164,21.0858592987061,4.93105983734131,2.78242993354797,15.462550163269,17.8365707397461,5.96519994735718,5.18038988113403,6.68973016738892,16.6969604492188,49.9777793884277,48.0032081604004,47.2774696350098,47.1874618530273,33.7120817074874,62.4025449105615,1.32279258936388,50.1560330217375,49.8439669782625,0.3,100.20915222168,98.9470520019531,101.425392150879,1.10000002384186,1.5,1.29999995231628,Lao PDR,Lao PDR,Lao People's Democratic Republic,LA,Lao kip,,East Asia & Pacific,Lower middle income,LA,2002,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Preliminary,Special trade system,Budgetary central government,,2005,"Multiple Indicator Cluster Survey (MICS), 2011/12","Expenditure survey/budget survey (ES/BS), 2008",,2010/11,,,2005,
LBN,9,12,6,6,6,3,83.5174331665039,67.5896530151367,66.3518524169922,68.8808975219727,77.5959930419922,75.2634201049805,79.9042587280273,92.4138488769531,88.3209991455078,0.914390027523041,96.5899505615234,61.2057495117188,60.959831237793,0.991800010204315,61.4640502929688,55.1797904968262,98.3733825683594,95.0557022094727,101.704811096191,74.0,24.1848229801371,8.4,81.7737197875977,79.4264373779297,73.8326034545898,62.203239440918,7.55156993865967,9.62296009063721,7.65094995498657,6.24469995498657,8.96296977996826,8.62316989898682,48.2430191040039,48.2666816711426,51.021240234375,53.1542282104492,23.9906526196198,67.8664317175196,4.33424877066245,49.7685545967111,50.2314454032889,0.1,71.9206085205078,70.5430221557617,73.3447189331055,11.0,4.59999990463257,6.19999980926514,Lebanon,Lebanon,Lebanese Republic,LB,Lebanese pound,,Middle East & North Africa,Upper middle income,LB,1997,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),1970,"Multiple Indicator Cluster Survey (MICS), 2000",,Yes,2011,2007.0,2012.0,2005,
LBR,6,12,6,6,6,3,37.6139297485352,44.2901306152344,39.212589263916,49.1853294372559,156.063415527344,153.19026184082,158.81755065918,93.9163284301758,89.0942687988281,0.904089987277985,98.5459518432617,37.2998008728027,32.5289688110352,0.776180028915405,41.9090690612792,29.4968395233154,130.645156860352,137.732696533203,123.84839630127,5.903867603,48.3784241310334,70.1,37.6139297485352,26.8330707550049,33.2834091186523,58.3683090209961,58.6833610534667,59.9953117370605,5.35722017288208,4.61415004730225,6.00221014022827,59.3856811523438,48.0412712097167,46.4669990539551,42.8537406921387,42.80335531719438,42.3851253249996,54.5913311365557,2.44960764616366,49.589343100084,50.410656899916,1.6,91.9107748966323,88.2767068391938,95.51872231801995,3.70000004768372,3.5,3.59999990463257,Liberia,Liberia,Republic of Liberia,LR,Liberian dollar,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2000.",Sub-Saharan Africa,Low income,LR,2000,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2008,"Demographic and Health Survey (DHS), 2013","Core Welfare Indicator Questionnaire Survey (CWIQ), 2007",,2008. Population and Housing Census.,,,2000,
LBY,9,12,6,6,6,3,90.52806662758015,90.98799910537805,90.60775163808593,91.31468406570652,64.49860854352998,64.29298045737977,64.68877307828305,103.82580435469679,102.91262704675621,0.992865576330783,104.68757712930666,84.59340355052065,84.01059328987566,1.0571553300238028,84.94052421525976,76.61268493367355,105.62946661896805,104.53234330164683,106.6584684442906,19.01607978,24.4940067021365,13.4,90.3084824001023,39.7024318679208,14.610083565687987,19.080334898569937,7.774008462124297,8.687652817949536,3.936532077381493,3.5631206460761895,4.29335143676726,8.245696877202084,48.384459010591655,48.62921517206334,50.632113619096856,51.89572147543901,28.6020829340388,67.0749027057934,0.495970849781908,49.5054731001007,50.4945268998993,2.4612035880583605,92.51651828748231,93.07727198658074,91.92932499850221,26.3999996185303,15.6999998092651,18.5,Libya,Libya,Socialist People's Libyan Arab Jamahiriya,LY,Libyan dinar,National accounts data are revised from 2010 to 2013 based on IMF and World Bank staff estimates.,Middle East & North Africa,Upper middle income,LY,1999,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,1986,,"IMF Balance of Payments Manual, 6th edition.",,General trade system,,General Data Dissemination System (GDDS),2006,,,,2013/2014,,2010.0,2000,
LCA,10,12,5,7,5,2,98.91923690093732,87.0831069946289,85.9167175292969,88.2416610717773,57.4652481079102,59.3624000549316,55.6227798461914,103.83236020682,103.10485901699047,0.9885559054619274,104.54199337722076,85.142707824707,84.8000030517578,0.991989970207214,85.484489440918,82.3147583007813,105.55608142438,104.4649440811941,106.65185236677263,42.53093047,45.8007216782638,13.7,97.43881126110429,85.9252319335938,6.08131980895996,3.74573993682861,1.84394001960754,3.00011992454529,3.9564212650376156,3.639024326407851,4.277947242312607,2.43727993965149,50.895378112793,48.6803016662598,49.7313690185547,50.1610412597656,19.7442524519486,70.8610317935059,0.443971353675587,51.0109645781487,48.9890354218513,4.194839735017979,92.90385230836362,93.71060493382438,92.11083017344943,29.8999996185303,19.0,24.1000003814697,St. Lucia,St. Lucia,St. Lucia,LC,East Caribbean dollar,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Latin America & Caribbean,Upper middle income,LC,2006,,Value added at basic prices (VAB),Blend,,Country uses the 1968 System of National Accounts methodology.,,,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Multiple Indicator Cluster Survey (MICS), 2012","Integrated household survey (IHS), 1995",Yes,2007,,2008.0,2005,
LCN,10,12,6,6,6,3,92.95517886765009,91.01472933172028,90.64807852288851,91.36531881504708,64.5734561051092,64.53313142595154,64.62534436345908,103.807248755424,102.93043167140033,0.9844239400808071,104.65636540335733,84.91427527257436,84.66403229574593,1.00754459260724,85.14292852750418,78.22865199087865,105.64313628036038,104.6261225965183,106.62369715686523,54.2797329261352,40.8892075602718,18.0681685369457,91.28859545360788,40.48846149539209,15.89170755437339,19.251511211155194,7.6693435358101505,8.685878084369824,3.9540039492672623,3.5680175388429323,4.31242938100276,8.202565014349966,48.62057963641989,48.40938826678837,49.14790617399535,49.89881068503959,25.5938532290713,66.8090797882541,1.07742288263599,50.5567552743823,49.4432447256177,0.506553124763757,91.92030415497467,92.09918943737341,91.74282026540907,8.62521700862212,6.0857075951653,7.11056230835183,Latin America & Caribbean (all income levels),Latin America & Caribbean (all income levels),Latin America & Caribbean (all income levels),ZJ,,Latin America and Caribbean regional aggregate (including high-income economies).,,,ZJ,,,,,,,,,,,,,,,,,,,,,,
LDC,10,12,6,6,6,3,88.14186233235161,90.93622011722752,90.60121740005565,91.31801397121579,64.54694976085995,64.54121645275774,64.52044026372043,103.83225735354267,102.77938688529302,0.9830304810479917,104.8290089254442,87.33322038404471,89.64268284663586,0.9861899614394691,85.15256540873963,83.51660453228585,105.5821534206738,104.57703364448899,106.53565060122253,13.0243010025983,42.3787803032948,70.9052167896737,86.21098654107865,36.02973912079918,17.698578213779996,25.648082913049862,7.680935095290946,8.629391293979882,3.9436766381578967,3.5981366631711467,4.268631821252594,8.167875916903029,49.4131251902983,48.44295494325786,48.111683069130784,47.48261884257879,40.1442848827763,56.3110750085875,2.40194513437882,50.1807158294665,49.8192841705336,1.90763791605467,92.57396793223674,93.24591365866766,92.01164252654782,6.2856245092047,4.55343803429636,5.36859078100409,Least developed countries: UN classification,Least developed countries: UN classification,Least developed countries: UN classification,XL,,Least developed countries (UN classification) aggregate.,,,XL,,,,,,,,,,,,,,,,,,,,,,
LIC,10,12,6,6,6,3,80.9454727172852,48.3225212097167,44.7630615234375,51.8206214904785,20.8267192840576,20.7850608825684,20.8674697875977,102.756126403809,99.0984115600585,0.931819975376129,106.349411010742,39.3088493347167,35.588550567627,0.828230023384094,42.9695816040039,27.8162097930908,125.023231506348,119.843849182129,130.095794677734,10.2466859795935,46.9152191344566,76.0,80.050163269043,33.9241409301758,14.243390083313,19.0814304351807,7.468402850558587,8.631286062405785,9.80675029754639,9.64900016784667,9.9511604309082,8.096120936176325,49.3451805114746,47.7915687561035,44.9025497436523,45.1808586120605,42.9012370587386,53.7553393690718,2.73684236405731,50.3052402113255,49.6947597886745,2.80333021092573,65.8663177490234,63.2457695007324,68.4510192871094,6.32772587049791,4.69950766430947,5.46464110255516,Low income,Low income,Low income,XM,,"Low income group aggregate. Low-income economies are those in which 2013 GNI per capita was $1,045 or less.",,,XM,,,,,,,,,,,,,,,,,,,,,,
LIE,9,12,7,5,7,3,99.8076705932617,97.9937286376953,94.073143005371,101.870323181152,103.636360168457,105.882347106934,101.860473632813,105.665420532227,104.803489685059,0.984139978885651,106.492149353027,116.123443603516,101.72176361084,0.778129994869232,130.726257324219,138.557022094727,94.5945892333984,88.5057525634766,100.0,96.6411951,50.65735558551641,2.8294873595986303,94.3010406494141,2.25564002990723,3.59130001068115,2.50820994377136,1.35416996479034,1.47493004798889,3.19917011260986,3.17459988594055,3.22255992889404,1.41629004478455,45.1127815246582,48.5584182739258,44.1027183532715,48.430290222168,11.848627023723285,70.85741895278532,0.740644738157749,49.937395770100686,50.0626042346804,0.5978195141038327,105.747131347656,112.5,99.4444427490234,-7.161537142461796,-0.3194379564587422,-2.5944202462903307,Liechtenstein,Liechtenstein,Principality of Liechtenstein,LI,Swiss franc,,Europe & Central Asia,High income: nonOECD,LI,1990,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,,,,Special trade system,,,2010,,,Yes,,,,,
LKA,9,10,5,5,8,4,99.0812683105469,98.5476531982422,97.8444595336914,99.2496185302734,93.0397567749023,92.6210327148438,93.4495010375977,101.676696777344,100.607559204102,0.979309976100922,102.73314666748,89.61628220104437,94.09449737254948,1.092872603801923,85.41867668358208,82.79519592657506,98.4454879760742,97.9042510986328,98.9770812988281,29.98873755,34.0540891403738,9.6,98.9374618530273,3.18819999694824,2.95353007316589,12.51443379436849,1.4438099861145,1.69571995735168,0.930499970912933,0.876630008220673,0.982640027999878,1.5718400478363,49.2349281311035,49.1789894104004,51.03226974093123,51.2420196533203,24.5750756491732,66.1259561147898,0.934429493640965,51.8257085532325,48.1742914467675,0.1,98.7149810791016,97.6798934936523,99.7432708740234,8.10000038146973,3.09999990463257,4.69999980926514,Sri Lanka,Sri Lanka,Democratic Socialist Republic of Sri Lanka,LK,Sri Lankan rupee,,South Asia,Lower middle income,LK,2002,,Value added at producer prices (VAP),Blend,,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2006/07","Expenditure survey/budget survey (ES/BS), 2010",Yes,2013/ 2014,2010.0,2012.0,2005,
LMC,10,12,6,6,6,3,90.2624969482422,81.1150970458984,82.1529312133789,80.1533203125,32.2767715454102,32.0840682983398,32.4550704956055,104.279373168945,105.781303405762,1.02815997600555,102.884536743164,68.3248291015625,67.8658065795898,0.987139999866486,68.749900817871,56.7877998352051,104.839057922363,104.158058166504,105.471351623535,26.8219984225316,31.6513028930395,52.5,87.7859268188477,46.939811706543,24.8754901885986,40.6805686950684,8.403002504506563,8.409668867858054,2.37053990364075,1.9162700176239,2.80429005622864,8.4511801359797,47.7723617553711,48.8449897766113,47.7575302124023,48.2200889587402,31.1046513295334,63.6853042144125,1.46303379198007,49.1198598500758,50.8801401499242,0.68392767901442,92.1324234008789,93.6645278930664,90.7147979736328,6.16997700931726,4.50962904573299,5.05862996234107,Lower middle income,Lower middle income,Lower middle income,XN,,"Lower middle income group aggregate. Lower-middle-income economies are those in which 2013 GNI per capita was between $1,046 and $4,125.",,,XN,,,,,,,,,,,,,,,,,,,,,,
LMY,10,12,6,6,6,3,90.11644114700617,90.98434450976016,90.65100357700058,91.34929586014235,64.56929829444411,64.5134873693937,64.61600852577307,103.8171053863631,102.87463420033521,0.98172047180436,104.73368831780253,86.25644018951459,87.50921381852709,1.0016079929909951,85.17285050872073,82.4183545874603,105.64037900254768,104.62328892819842,106.61535114113407,36.0703058717711,38.286153504361,45.8,88.63708158748308,40.60029641861975,21.326026969970876,26.830018566554298,7.720802664640131,8.603433618072868,3.9543024187609945,3.5713237938039697,4.307394214260636,8.19041647119046,48.68815688391241,48.208376411337,48.15610673877685,48.60721211084939,27.9863954081507,65.4029081478289,1.30101232943194,49.4295910008094,50.5704089991906,1.15672111359112,92.36609830739565,92.93358776298382,91.88462783709691,6.00920556480283,5.19417418663807,5.49526964568197,Low & middle income,Low & middle income,Low & middle income,XO,,"Low and middle income group aggregate (all developing economies). Low- and middle-income economies are those in which 2013 GNI per capita was $12,745 or less.",,,XO,,,,,,,,,,,,,,,,,,,,,,
LSO,7,13,6,7,5,2,80.7348937988281,63.1729698181152,72.9669036865234,53.5615386962891,33.9521598815917,34.5925903320313,33.3207397460938,105.520278930664,104.037902832031,0.972500026226044,106.980003356934,53.772159576416,62.0370788574219,1.35845994949341,45.6670799255371,40.0250091552734,104.688026428223,100.603317260742,108.716552734375,25.0,46.8636435285252,97.9,80.1647415161133,22.2211799621582,1.68429005146027,2.55856990814208,20.1701507568359,24.9469509124756,8.3959903717041,7.16429996490479,9.57548999786376,22.6102409362793,50.5828514099121,48.917839050293,57.1218681335449,57.1914710998535,35.6522099009264,59.9077090743547,1.33599800320468,51.4991587163561,48.5008412836439,24.9,76.7777481079102,86.1363372802734,67.5834579467773,30.2000007629395,23.7000007629395,26.7999992370605,Lesotho,Lesotho,Kingdom of Lesotho,LS,Lesotho loti,Fiscal year end: March 31; reporting period for national accounts data: CY.,Sub-Saharan Africa,Lower middle income,LS,2004,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2005,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2006,"Demographic and Health Survey (DHS), 2009","Expenditure survey/budget survey (ES/BS), 2002/03",,2010,,2009.0,2000,
LTU,9,11,7,4,8,2,99.390998840332,105.827262878418,103.521446228027,108.00666809082,91.3103637695313,90.5139923095703,92.0762786865234,103.439102172852,103.669418334961,1.00435996055603,103.219413757324,108.259651184082,106.056579589844,0.961189985275269,110.33911895752,114.214210510254,103.812187194824,103.397308349609,104.210289001465,71.378,50.4652111813916,5.1,97.8140335083008,3.21912002563477,2.39545011520386,2.81755995750427,0.81725001335144,1.24144005775452,0.423000007867813,0.340519994497299,0.502009987831116,1.03390002250671,48.5976791381836,48.9272308349609,47.5687789916992,48.9607696533203,14.5962074076904,66.7187029959146,-0.940753796646208,53.9495517434851,46.0504482565149,0.2,102.175079345703,102.986488342285,101.406661987305,8.10000038146973,10.1000003814697,9.10000038146973,Lithuania,Lithuania,Republic of Lithuania,LT,Lithuanian litas,,Europe & Central Asia,High income: nonOECD,LT,2000,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,1990–95,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Expenditure survey/budget survey (ES/BS), 2008",Yes,2010,2010.0,2012.0,2007,
