

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Democratic Republic of the Congo",180,"Total population with access to safe drinking-water (JMP)",4114,2017,52.4,"I","","0"
"Democratic Republic of the Congo",180,"Rural population with access to safe drinking-water (JMP)",4115,2017,31.2,"I","","0"
"Democratic Republic of the Congo",180,"Urban population with access to safe drinking-water (JMP)",4116,2017,81.1,"I","","0"
"Denmark",208,"Total population",4104,2017,5732.274,"X","","0"
"Denmark",208,"Rural population",4105,2017,701.971,"X","","0"
"Denmark",208,"Urban population",4106,2017,5031.58,"X","","0"
"Denmark",208,"Flood occurrence (WRI)",4543,2017,0.0,"I","","0"
"Denmark",208,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Denmark",208,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Denmark",208,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Djibouti",262,"Total population",4104,2017,944.099,"X","","0"
"Djibouti",262,"Rural population",4105,2017,213.906,"X","","0"
"Djibouti",262,"Urban population",4106,2017,743.079,"X","","0"
"Djibouti",262,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Djibouti",262,"Total population with access to safe drinking-water (JMP)",4114,2017,90.0,"I","","0"
"Djibouti",262,"Rural population with access to safe drinking-water (JMP)",4115,2017,64.7,"I","","0"
"Djibouti",262,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.4,"I","","0"
"Dominica",212,"Total population",4104,2017,71.458,"X","","0"
"Dominica",212,"Rural population",4105,2017,22.044,"X","","0"
"Dominica",212,"Urban population",4106,2017,51.881,"X","","0"
"Dominica",212,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Dominica",212,"Total population with access to safe drinking-water (JMP)",4114,2017,94.4,"I","","0"
"Dominica",212,"Rural population with access to safe drinking-water (JMP)",4115,2017,91.8,"I","","0"
"Dominica",212,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.7,"I","","0"
"Dominican Republic",214,"Total population",4104,2017,10513.104,"X","","0"
"Dominican Republic",214,"Rural population",4105,2017,2123.575,"X","","0"
"Dominican Republic",214,"Urban population",4106,2017,8643.423,"X","","0"
"Dominican Republic",214,"% of area equipped for irrigation salinized",4445,2017,16.2334730732,"E","","0"
"Dominican Republic",214,"Flood occurrence (WRI)",4543,2017,3.7,"I","","0"
"Dominican Republic",214,"Total population with access to safe drinking-water (JMP)",4114,2017,84.7,"I","","0"
"Dominican Republic",214,"Rural population with access to safe drinking-water (JMP)",4115,2017,81.9,"I","","0"
"Dominican Republic",214,"Urban population with access to safe drinking-water (JMP)",4116,2017,85.4,"I","","0"
"Ecuador",218,"Total population",4104,2017,16785.361,"X","","0"
"Ecuador",218,"Rural population",4105,2017,6039.811,"X","","0"
"Ecuador",218,"Urban population",4106,2017,10585.047,"X","","0"
"Ecuador",218,"Flood occurrence (WRI)",4543,2017,3.2,"I","","0"
"Ecuador",218,"Total population with access to safe drinking-water (JMP)",4114,2017,86.9,"I","","0"
"Ecuador",218,"Rural population with access to safe drinking-water (JMP)",4115,2017,75.5,"I","","0"
"Ecuador",218,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.4,"I","","0"
"Ecuador",218,"Population affected by water related disease",4403,2017,8.57,"I","","0"
"Egypt",818,"Total population",4104,2017,96442.591,"X","","0"
"Egypt",818,"Rural population",4105,2017,55893.406,"X","","0"
"Egypt",818,"Urban population",4106,2017,41659.745,"X","","0"
"Egypt",818,"% of area equipped for irrigation salinized",4445,2017,23.5417211614,"E","","0"
"Egypt",818,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,2017,99.4,"I","","0"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.0,"I","","0"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"El Salvador",222,"Total population",4104,2017,6388.126,"X","","0"
"El Salvador",222,"Rural population",4105,2017,1832.049,"X","","0"
"El Salvador",222,"Urban population",4106,2017,4545.804,"X","","0"
"El Salvador",222,"Flood occurrence (WRI)",4543,2017,3.8,"I","","0"
"El Salvador",222,"Total population with access to safe drinking-water (JMP)",4114,2017,93.8,"I","","0"
"El Salvador",222,"Rural population with access to safe drinking-water (JMP)",4115,2017,86.5,"I","","0"
"El Salvador",222,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.5,"I","","0"
"El Salvador",222,"Population affected by water related disease",4403,2017,12.0,"I","","0"
"Equatorial Guinea",226,"Total population",4104,2017,1262.002,"X","","0"
"Equatorial Guinea",226,"Rural population",4105,2017,359.435,"X","","0"
"Equatorial Guinea",226,"Urban population",4106,2017,908.254,"X","","0"
"Equatorial Guinea",226,"Flood occurrence (WRI)",4543,2017,0.0,"I","","0"
"Equatorial Guinea",226,"Total population with access to safe drinking-water (JMP)",4114,2017,47.9,"I","","0"
"Equatorial Guinea",226,"Rural population with access to safe drinking-water (JMP)",4115,2017,31.5,"I","","0"
"Equatorial Guinea",226,"Urban population with access to safe drinking-water (JMP)",4116,2017,72.5,"I","","0"
"Eritrea",232,"Total population",4104,2017,3412.893,"X","","0"
"Eritrea",232,"Rural population",4105,2017,3069.11,"X","","0"
"Eritrea",232,"Urban population",4106,2017,1999.721,"X","","0"
"Eritrea",232,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Eritrea",232,"Total population with access to safe drinking-water (JMP)",4114,2017,57.8,"I","","0"
"Eritrea",232,"Rural population with access to safe drinking-water (JMP)",4115,2017,53.3,"I","","0"
"Eritrea",232,"Urban population with access to safe drinking-water (JMP)",4116,2017,73.2,"I","","0"
"Estonia",233,"Total population",4104,2017,1319.39,"X","","0"
"Estonia",233,"Rural population",4105,2017,409.687,"X","","0"
"Estonia",233,"Urban population",4106,2017,899.945,"X","","0"
"Estonia",233,"Flood occurrence (WRI)",4543,2017,1.1,"I","","0"
"Estonia",233,"Total population with access to safe drinking-water (JMP)",4114,2017,99.6,"I","","0"
"Estonia",233,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.0,"I","","0"
"Estonia",233,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Eswatini",748,"Total population",4104,2017,1124.805,"X","","0"
"Eswatini",748,"Rural population",4105,2017,1044.238,"X","","0"
"Eswatini",748,"Urban population",4106,2017,323.016,"X","","0"
"Eswatini",748,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"Eswatini",748,"Total population with access to safe drinking-water (JMP)",4114,2017,74.1,"I","","0"
"Eswatini",748,"Rural population with access to safe drinking-water (JMP)",4115,2017,68.9,"I","","0"
"Eswatini",748,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.6,"I","","0"
"Eswatini",748,"Population affected by water related disease",4403,2017,2.926,"I","","0"
"Ethiopia",231,"Total population",4104,2017,106399.924,"X","","0"
"Ethiopia",231,"Rural population",4105,2017,83640.582,"X","","0"
"Ethiopia",231,"Urban population",4106,2017,21316.856,"X","","0"
"Ethiopia",231,"Flood occurrence (WRI)",4543,2017,3.2,"I","","0"
"Ethiopia",231,"Total population with access to safe drinking-water (JMP)",4114,2017,57.3,"I","","0"
"Ethiopia",231,"Rural population with access to safe drinking-water (JMP)",4115,2017,48.6,"I","","0"
"Ethiopia",231,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.1,"I","","0"
"Faroe Islands",234,"Total population",4104,2017,48.331,"X","","0"
"Faroe Islands",234,"Rural population",4105,2017,28.63,"X","","0"
"Faroe Islands",234,"Urban population",4106,2017,20.66,"X","","0"
"Fiji",242,"Total population",4104,2017,877.459,"X","","0"
"Fiji",242,"Rural population",4105,2017,400.76,"X","","0"
"Fiji",242,"Urban population",4106,2017,504.742,"X","","0"
"Fiji",242,"Total population with access to safe drinking-water (JMP)",4114,2017,95.7,"I","","0"
"Fiji",242,"Rural population with access to safe drinking-water (JMP)",4115,2017,91.2,"I","","0"
"Fiji",242,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.5,"I","","0"
"Finland",246,"Total population",4104,2017,5511.371,"X","","0"
"Finland",246,"Rural population",4105,2017,810.547,"X","","0"
"Finland",246,"Urban population",4106,2017,4712.684,"X","","0"
"Finland",246,"Flood occurrence (WRI)",4543,2017,0.2,"I","","0"
"Finland",246,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Finland",246,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Finland",246,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"France",250,"Total population",4104,2017,64842.509,"X","","0"
"France",250,"Rural population",4105,2017,12879.012,"X","","0"
"France",250,"Urban population",4106,2017,52100.536,"X","","0"
"France",250,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"France",250,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"France",250,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"France",250,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Gabon",266,"Total population",4104,2017,2064.823,"X","","0"
"Gabon",266,"Rural population",4105,2017,223.245,"X","","0"
"Gabon",266,"Urban population",4106,2017,1801.892,"X","","0"
"Gabon",266,"Flood occurrence (WRI)",4543,2017,0.7,"I","","0"
"Gabon",266,"Total population with access to safe drinking-water (JMP)",4114,2017,93.2,"I","","0"
"Gabon",266,"Rural population with access to safe drinking-water (JMP)",4115,2017,66.7,"I","","0"
"Gabon",266,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.2,"I","","0"
"Gambia",270,"Total population",4104,2017,2213.889,"X","","0"
"Gambia",270,"Rural population",4105,2017,827.654,"X","","0"
"Gambia",270,"Urban population",4106,2017,1272.914,"X","","0"
"Gambia",270,"Flood occurrence (WRI)",4543,2017,1.5,"I","","0"
"Gambia",270,"Total population with access to safe drinking-water (JMP)",4114,2017,90.2,"I","","0"
"Gambia",270,"Rural population with access to safe drinking-water (JMP)",4115,2017,84.4,"I","","0"
"Gambia",270,"Urban population with access to safe drinking-water (JMP)",4116,2017,94.2,"I","","0"
"Georgia",268,"Total population",4104,2017,4008.716,"X","","0"
"Georgia",268,"Rural population",4105,2017,1634.019,"X","","0"
"Georgia",268,"Urban population",4106,2017,2278.042,"X","","0"
"Georgia",268,"% of area equipped for irrigation salinized",4445,2017,22.5526592682,"E","","0"
"Georgia",268,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Georgia",268,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Georgia",268,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Georgia",268,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Germany",276,"Total population",4104,2017,82658.409,"X","","0"
"Germany",276,"Rural population",4105,2017,18672.1,"X","","0"
"Germany",276,"Urban population",4106,2017,63442.124,"X","","0"
"Germany",276,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Germany",276,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Germany",276,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Germany",276,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Ghana",288,"Total population",4104,2017,29121.465,"X","","0"
"Ghana",288,"Rural population",4105,2017,12857.864,"X","","0"
"Ghana",288,"Urban population",4106,2017,15975.765,"X","","0"
"Ghana",288,"% of area equipped for irrigation salinized",4445,2017,4.7896440129,"E","","0"
"Ghana",288,"Flood occurrence (WRI)",4543,2017,3.0,"I","","0"
"Ghana",288,"Total population with access to safe drinking-water (JMP)",4114,2017,88.7,"I","","0"
"Ghana",288,"Rural population with access to safe drinking-water (JMP)",4115,2017,84.0,"I","","0"
"Ghana",288,"Urban population with access to safe drinking-water (JMP)",4116,2017,92.6,"I","","0"
"Greece",300,"Total population",4104,2017,10569.45,"X","","0"
"Greece",300,"Rural population",4105,2017,2374.332,"X","","0"
"Greece",300,"Urban population",4106,2017,8785.441,"X","","0"
"Greece",300,"Flood occurrence (WRI)",4543,2017,2.4,"I","","0"
"Greece",300,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Greece",300,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Greece",300,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Grenade",308,"Total population",4104,2017,110.874,"X","","0"
"Grenade",308,"Rural population",4105,2017,68.831,"X","","0"
"Grenade",308,"Urban population",4106,2017,38.994,"X","","0"
"Grenade",308,"Total population with access to safe drinking-water (JMP)",4114,2017,96.6,"I","","0"
"Grenade",308,"Rural population with access to safe drinking-water (JMP)",4115,2017,95.3,"I","","0"
"Grenade",308,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.0,"I","","0"
"Guatemala",320,"Total population",4104,2017,16914.97,"X","","0"
"Guatemala",320,"Rural population",4105,2017,8341.671,"X","","0"
"Guatemala",320,"Urban population",4106,2017,8571.832,"X","","0"
"Guatemala",320,"% of area equipped for irrigation salinized",4445,2017,1.4814814815,"E","","0"
"Guatemala",320,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Guatemala",320,"Total population with access to safe drinking-water (JMP)",4114,2017,92.8,"I","","0"
"Guatemala",320,"Rural population with access to safe drinking-water (JMP)",4115,2017,86.8,"I","","0"
"Guatemala",320,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.4,"I","","0"
"Guatemala",320,"Population affected by water related disease",4403,2017,1880.0,"I","","0"
"Guinea",324,"Total population",4104,2017,12067.519,"X","","0"
"Guinea",324,"Rural population",4105,2017,8165.321,"X","","0"
"Guinea",324,"Urban population",4106,2017,4551.855,"X","","0"
"Guinea",324,"Flood occurrence (WRI)",4543,2017,1.1,"I","","0"
"Guinea",324,"Total population with access to safe drinking-water (JMP)",4114,2017,76.8,"I","","0"
"Guinea",324,"Rural population with access to safe drinking-water (JMP)",4115,2017,67.4,"I","","0"
"Guinea",324,"Urban population with access to safe drinking-water (JMP)",4116,2017,92.7,"I","","0"
"Guinea-Bissau",624,"Total population",4104,2017,1828.145,"X","","0"
"Guinea-Bissau",624,"Rural population",4105,2017,1061.947,"X","","0"
"Guinea-Bissau",624,"Urban population",4106,2017,799.336,"X","","0"
"Guinea-Bissau",624,"Flood occurrence (WRI)",4543,2017,1.0,"I","","0"
"Guinea-Bissau",624,"Total population with access to safe drinking-water (JMP)",4114,2017,79.3,"I","","0"
"Guinea-Bissau",624,"Rural population with access to safe drinking-water (JMP)",4115,2017,60.3,"I","","0"
"Guinea-Bissau",624,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.8,"I","","0"
"Guyana",328,"Total population",4104,2017,775.222,"X","","0"
"Guyana",328,"Rural population",4105,2017,571.434,"X","","0"
"Guyana",328,"Urban population",4106,2017,206.425,"X","","0"
"Guyana",328,"Flood occurrence (WRI)",4543,2017,2.4,"I","","0"
"Guyana",328,"Total population with access to safe drinking-water (JMP)",4114,2017,98.3,"I","","0"
"Guyana",328,"Rural population with access to safe drinking-water (JMP)",4115,2017,98.3,"I","","0"
"Guyana",328,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.2,"I","","0"
"Haiti",332,"Total population",4104,2017,10982.366,"X","","0"
"Haiti",332,"Rural population",4105,2017,5013.421,"X","","0"
"Haiti",332,"Urban population",4106,2017,5967.808,"X","","0"
"Haiti",332,"Flood occurrence (WRI)",4543,2017,3.9,"I","","0"
"Haiti",332,"Total population with access to safe drinking-water (JMP)",4114,2017,57.7,"I","","0"
"Haiti",332,"Rural population with access to safe drinking-water (JMP)",4115,2017,47.6,"I","","0"
"Haiti",332,"Urban population with access to safe drinking-water (JMP)",4116,2017,64.9,"I","","0"
"Holy See",336,"Total population",4104,2017,0.793,"X","","0"
"Holy See",336,"Rural population",4105,2017,0.0,"X","","0"
"Holy See",336,"Urban population",4106,2017,0.792,"X","","0"
"Holy See",336,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Honduras",340,"Total population",4104,2017,9429.013,"X","","0"
"Honduras",340,"Rural population",4105,2017,4034.31,"X","","0"
"Honduras",340,"Urban population",4106,2017,5230.757,"X","","0"
"Honduras",340,"Flood occurrence (WRI)",4543,2017,3.6,"I","","0"
"Honduras",340,"Total population with access to safe drinking-water (JMP)",4114,2017,91.2,"I","","0"
"Honduras",340,"Rural population with access to safe drinking-water (JMP)",4115,2017,83.8,"I","","0"
"Honduras",340,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.4,"I","","0"
"Hungary",348,"Total population",4104,2017,9729.823,"X","","0"
"Hungary",348,"Rural population",4105,2017,2813.212,"X","","0"
"Hungary",348,"Urban population",4106,2017,6908.347,"X","","0"
"Hungary",348,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Hungary",348,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Hungary",348,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Hungary",348,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Iceland",352,"Total population",4104,2017,334.393,"X","","0"
"Iceland",352,"Rural population",4105,2017,20.862,"X","","0"
"Iceland",352,"Urban population",4106,2017,314.163,"X","","0"
"Iceland",352,"Flood occurrence (WRI)",4543,2017,0.1,"I","","0"
"Iceland",352,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Iceland",352,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Iceland",352,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"India",356,"Total population",4104,2017,1338676.785,"X","","0"
"India",356,"Rural population",4105,2017,889216.746,"X","","0"
"India",356,"Urban population",4106,2017,449963.381,"X","","0"
"India",356,"% of area equipped for irrigation salinized",4445,2017,4.6875,"E","","0"
"India",356,"Flood occurrence (WRI)",4543,2017,3.9,"I","","0"
"India",356,"Total population with access to safe drinking-water (JMP)",4114,2017,94.1,"I","","0"
"India",356,"Rural population with access to safe drinking-water (JMP)",4115,2017,92.6,"I","","0"
"India",356,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.1,"I","","0"
"India",356,"Population affected by water related disease",4403,2017,44000.0,"I","","0"
"Indonesia",360,"Total population",4104,2017,264650.963,"X","","0"
"Indonesia",360,"Rural population",4105,2017,119696.518,"X","","0"
"Indonesia",360,"Urban population",4106,2017,144294.861,"X","","0"
"Indonesia",360,"% of area equipped for irrigation salinized",4445,2017,5.9506099375,"E","","0"
"Indonesia",360,"Flood occurrence (WRI)",4543,2017,3.1,"I","","0"
"Indonesia",360,"Total population with access to safe drinking-water (JMP)",4114,2017,87.4,"I","","0"
"Indonesia",360,"Rural population with access to safe drinking-water (JMP)",4115,2017,79.5,"I","","0"
"Indonesia",360,"Urban population with access to safe drinking-water (JMP)",4116,2017,94.2,"I","","0"
"Indonesia",360,"Population affected by water related disease",4403,2017,5.111,"I","","0"
"Iran (Islamic Republic of)",364,"Total population",4104,2017,80673.883,"X","","0"
"Iran (Islamic Republic of)",364,"Rural population",4105,2017,20782.6,"X","","0"
"Iran (Islamic Republic of)",364,"Urban population",4106,2017,60380.188,"X","","0"
"Iran (Islamic Republic of)",364,"% of area equipped for irrigation salinized",4445,2017,24.1379310345,"E","","0"
"Iran (Islamic Republic of)",364,"Flood occurrence (WRI)",4543,2017,3.2,"I","","0"
"Iran (Islamic Republic of)",364,"Total population with access to safe drinking-water (JMP)",4114,2017,96.2,"I","","0"
"Iran (Islamic Republic of)",364,"Rural population with access to safe drinking-water (JMP)",4115,2017,92.1,"I","","0"
"Iran (Islamic Republic of)",364,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.7,"I","","0"
"Iraq",368,"Total population",4104,2017,37552.781,"X","","0"
"Iraq",368,"Rural population",4105,2017,11375.936,"X","","0"
"Iraq",368,"Urban population",4106,2017,26898.682,"X","","0"
"Iraq",368,"% of area equipped for irrigation salinized",4445,2017,49.9858156028,"I","","0"
"Iraq",368,"Flood occurrence (WRI)",4543,2017,2.4,"I","","0"
"Iraq",368,"Total population with access to safe drinking-water (JMP)",4114,2017,86.6,"I","","0"
"Iraq",368,"Rural population with access to safe drinking-water (JMP)",4115,2017,70.1,"I","","0"
"Iraq",368,"Urban population with access to safe drinking-water (JMP)",4116,2017,93.8,"I","","0"
"Ireland",372,"Total population",4104,2017,4753.279,"X","","0"
"Ireland",372,"Rural population",4105,2017,1764.335,"X","","0"
"Ireland",372,"Urban population",4106,2017,2997.322,"X","","0"
"Ireland",372,"Flood occurrence (WRI)",4543,2017,2.2,"I","","0"
"Ireland",372,"Total population with access to safe drinking-water (JMP)",4114,2017,97.9,"I","","0"
"Ireland",372,"Rural population with access to safe drinking-water (JMP)",4115,2017,97.8,"I","","0"
"Ireland",372,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.9,"I","","0"
"Israel",376,"Total population",4104,2017,8243.848,"X","","0"
"Israel",376,"Rural population",4105,2017,637.763,"X","","0"
"Israel",376,"Urban population",4106,2017,7683.807,"X","","0"
"Israel",376,"% of area equipped for irrigation salinized",4445,2017,12.3644444444,"E","","0"
"Israel",376,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Israel",376,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Israel",376,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Israel",376,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Italy",380,"Total population",4104,2017,60673.701,"X","","0"
"Italy",380,"Rural population",4105,2017,17722.588,"X","","0"
"Italy",380,"Urban population",4106,2017,41637.312,"X","","0"
"Italy",380,"Flood occurrence (WRI)",4543,2017,2.6,"I","","0"
"Italy",380,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Italy",380,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Italy",380,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Jamaica",388,"Total population",4104,2017,2920.848,"X","","0"
"Jamaica",388,"Rural population",4105,2017,1289.697,"X","","0"
"Jamaica",388,"Urban population",4106,2017,1600.602,"X","","0"
"Jamaica",388,"Flood occurrence (WRI)",4543,2017,3.5,"I","","0"
"Jamaica",388,"Total population with access to safe drinking-water (JMP)",4114,2017,93.8,"I","","0"
"Jamaica",388,"Rural population with access to safe drinking-water (JMP)",4115,2017,89.4,"I","","0"
"Jamaica",388,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.5,"I","","0"
"Japan",392,"Total population",4104,2017,127502.725,"X","","0"
"Japan",392,"Rural population",4105,2017,10791.174,"X","","0"
"Japan",392,"Urban population",4106,2017,116693.276,"X","","0"
"Japan",392,"Flood occurrence (WRI)",4543,2017,3.0,"I","","0"
"Japan",392,"Total population with access to safe drinking-water (JMP)",4114,2017,100.0,"I","","0"
"Japan",392,"Rural population with access to safe drinking-water (JMP)",4115,2017,100.0,"I","","0"
"Japan",392,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
"Jordan",400,"Total population",4104,2017,9785.843,"X","","0"
"Jordan",400,"Rural population",4105,2017,897.788,"X","","0"
"Jordan",400,"Urban population",4106,2017,8804.565,"X","","0"
"Jordan",400,"% of area equipped for irrigation salinized",4445,2017,2.138028169,"E","","0"
"Jordan",400,"Flood occurrence (WRI)",4543,2017,3.0,"I","","0"
"Jordan",400,"Total population with access to safe drinking-water (JMP)",4114,2017,96.9,"I","","0"
"Jordan",400,"Rural population with access to safe drinking-water (JMP)",4115,2017,92.3,"I","","0"
"Jordan",400,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.8,"I","","0"
"Kazakhstan",398,"Total population",4104,2017,18080.019,"X","","0"
"Kazakhstan",398,"Rural population",4105,2017,7766.771,"X","","0"
"Kazakhstan",398,"Urban population",4106,2017,10437.728,"X","","0"
"Kazakhstan",398,"% of area equipped for irrigation salinized",4445,2017,18.3372641509,"E","","0"
"Kazakhstan",398,"Flood occurrence (WRI)",4543,2017,1.7,"I","","0"
"Kazakhstan",398,"Total population with access to safe drinking-water (JMP)",4114,2017,92.9,"I","","0"
"Kazakhstan",398,"Rural population with access to safe drinking-water (JMP)",4115,2017,85.6,"I","","0"
"Kazakhstan",398,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.4,"I","","0"
"Kazakhstan",398,"Population affected by water related disease",4403,2017,3.22,"I","","0"
"Kenya",404,"Total population",4104,2017,50221.142,"X","","0"
"Kenya",404,"Rural population",4105,2017,36498.515,"X","","0"
"Kenya",404,"Urban population",4106,2017,13201.347,"X","","0"
"Kenya",404,"% of area equipped for irrigation salinized",4445,2017,14.9723012427,"E","","0"
"Kenya",404,"Flood occurrence (WRI)",4543,2017,3.8,"I","","0"
"Kenya",404,"Total population with access to safe drinking-water (JMP)",4114,2017,63.2,"I","","0"
"Kenya",404,"Rural population with access to safe drinking-water (JMP)",4115,2017,56.8,"I","","0"
"Kenya",404,"Urban population with access to safe drinking-water (JMP)",4116,2017,81.6,"I","","0"
"Kiribati",296,"Total population",4104,2017,114.158,"X","","0"
"Kiribati",296,"Rural population",4105,2017,54.402,"X","","0"
"Kiribati",296,"Urban population",4106,2017,61.996,"X","","0"
"Kiribati",296,"Total population with access to safe drinking-water (JMP)",4114,2017,66.9,"I","","0"
"Kiribati",296,"Rural population with access to safe drinking-water (JMP)",4115,2017,50.6,"I","","0"
"Kiribati",296,"Urban population with access to safe drinking-water (JMP)",4116,2017,87.3,"I","","0"
"Kuwait",414,"Total population",4104,2017,4056.099,"X","","0"
"Kuwait",414,"Rural population",4105,2017,0.0,"X","","0"
"Kuwait",414,"Urban population",4106,2017,4136.528,"X","","0"
"Kuwait",414,"% of area equipped for irrigation salinized",4445,2017,24.0282685512,"E","","0"
"Kuwait",414,"Flood occurrence (WRI)",4543,2017,0.6,"I","","0"
"Kuwait",414,"Total population with access to safe drinking-water (JMP)",4114,2017,99.0,"I","","0"
"Kuwait",414,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.0,"I","","0"
"Kuwait",414,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.0,"I","","0"
"Kyrgyzstan",417,"Total population",4104,2017,6189.733,"X","","0"
"Kyrgyzstan",417,"Rural population",4105,2017,3860.7,"X","","0"
"Kyrgyzstan",417,"Urban population",4106,2017,2184.417,"X","","0"
"Kyrgyzstan",417,"% of area equipped for irrigation salinized",4445,2017,4.8462894067,"I","","0"
"Kyrgyzstan",417,"Flood occurrence (WRI)",4543,2017,2.1,"I","","0"
"Kyrgyzstan",417,"Total population with access to safe drinking-water (JMP)",4114,2017,90.0,"I","","0"
"Kyrgyzstan",417,"Rural population with access to safe drinking-water (JMP)",4115,2017,86.2,"I","","0"
"Kyrgyzstan",417,"Urban population with access to safe drinking-water (JMP)",4116,2017,96.7,"I","","0"
"Kyrgyzstan",417,"Population affected by water related disease",4403,2017,122.8,"I","","0"
"Lao People's Democratic Republic",418,"Total population",4104,2017,6953.035,"X","","0"
"Lao People's Democratic Republic",418,"Rural population",4105,2017,4501.174,"X","","0"
"Lao People's Democratic Republic",418,"Urban population",4106,2017,2356.986,"X","","0"
"Lao People's Democratic Republic",418,"Flood occurrence (WRI)",4543,2017,3.9,"I","","0"
"Lao People's Democratic Republic",418,"Total population with access to safe drinking-water (JMP)",4114,2017,75.7,"I","","0"
"Lao People's Democratic Republic",418,"Rural population with access to safe drinking-water (JMP)",4115,2017,69.4,"I","","0"
"Lao People's Democratic Republic",418,"Urban population with access to safe drinking-water (JMP)",4116,2017,85.6,"I","","0"
