city,lat,lng,country,population
Banjul,13.4531,-16.5775,"Gambia, The",31356.0
Mansa Konko,13.3773,-15.6786,"Gambia, The",18672.0
Basse Santa Su,13.31,-14.223,"Gambia, The",14380.0
Bansang,13.4336,-14.65,"Gambia, The",7615.0
Tarawa,1.3382,173.0176,Kiribati,28802.0
Teaoraereke,1.3333,173.0,Kiribati,5105.0
Victoria,-4.6236,55.4544,Seychelles,26450.0
Majuro,7.1167,171.3667,Marshall Islands,25400.0
Kingstown,13.1667,-61.2333,Saint Vincent And The Grenadines,25418.0
Nuku`alofa,-21.1347,-175.2083,Tonga,24571.0
Neiafu,-18.6496,-173.9833,Tonga,7391.0
Saint John's,17.1211,-61.8447,Antigua And Barbuda,21926.0
Andorra la Vella,42.5,1.5,Andorra,22151.0
Escaldes-Engordany,42.5085,1.5385,Andorra,
Encamp,42.5167,1.5667,Andorra,
La Massana,42.5434,1.5148,Andorra,
Sant Julia de Loria,42.4664,1.4933,Andorra,
Ordino,42.555,1.5331,Andorra,
Belize City,17.4986,-88.1886,Belize,57169.0
Orange Walk,18.075,-88.5583,Belize,18000.0
Belmopan,17.25,-88.7675,Belize,17222.0
San Ignacio,17.1588,-89.0696,Belize,16977.0
San Pedro,17.9214,-87.9611,Belize,11767.0
Dangriga,16.9667,-88.2167,Belize,9096.0
Roseau,15.3,-61.3833,Dominica,16582.0
Basseterre,17.2983,-62.7342,Saint Kitts And Nevis,13220.0
Pago Pago,-14.274,-170.7046,American Samoa,12576.0
Birkirkara,35.9,14.4667,Malta,24356.0
Qormi,35.8794,14.4722,Malta,16779.0
Valletta,35.8978,14.5125,Malta,6444.0
Sliema,35.9125,14.5019,Malta,
Fgura,35.8703,14.5133,Malta,
Hamrun,35.8847,14.4844,Malta,
Palikir,6.9178,158.185,"Micronesia, Federated States Of",6227.0
Kolonia,6.9639,158.2083,"Micronesia, Federated States Of",
Weno,7.4458,151.85,"Micronesia, Federated States Of",
Colonia,9.5144,138.1292,"Micronesia, Federated States Of",
Tofol,5.3261,163.0083,"Micronesia, Federated States Of",
Funafuti,-8.5167,179.2167,Tuvalu,6025.0
Saint George's,12.0444,-61.7417,Grenada,4315.0
San Marino,43.932,12.4484,San Marino,4040.0
Serravalle,43.9683,12.4811,San Marino,
Borgo Maggiore,43.9408,12.4475,San Marino,
Domagnano,43.9492,12.4686,San Marino,
Acquaviva,43.9453,12.4183,San Marino,
Fiorentino,43.9092,12.4581,San Marino,
Capitol Hill,15.2137,145.7546,Northern Mariana Islands,2500.0
Maina,13.4692,144.7332,Guam,122411.0
Hagta,13.4745,144.7504,Guam,1051.0
Macau,22.203,113.545,Macau,568700.0
San Juan,18.4037,-66.0636,Puerto Rico,331165.0
Bayamon,18.3793,-66.1635,Puerto Rico,165383.0
Carolina,18.4054,-65.9792,Puerto Rico,140072.0
Ponce,18.012,-66.6198,Puerto Rico,116796.0
Caguas,18.2319,-66.0388,Puerto Rico,74980.0
Guaynabo,18.3839,-66.1134,Puerto Rico,69697.0
Fort-de-France,14.6104,-61.08,Martinique,253995.0
Gibraltar,36.1324,-5.3781,Gibraltar,187083.0
Saint-Denis,-20.8789,55.4481,Reunion,190047.0
Saint-Benoit,-21.0335,55.7128,Reunion,35310.0
Pointe-a-Pitre,16.2415,-61.533,Guadeloupe,145511.0
Lasserre,16.2304,-61.44,Guadeloupe,307.0
Basse-Terre,16.0,-61.7167,Guadeloupe,
Willemstad,12.1167,-68.9333,Curaçao,150000.0
Papeete,-17.5334,-149.5667,French Polynesia,131695.0
Noumea,-22.2625,166.4443,New Caledonia,93060.0
Kone,-21.0667,164.8667,New Caledonia,
We,-20.9,167.2667,New Caledonia,
Cayenne,4.933,-52.33,French Guiana,61550.0
Saint-Laurent-du-Maroni,5.4976,-54.0325,French Guiana,24287.0
Kourou,5.16,-52.6499,French Guiana,24029.0
Sinnamary,5.38,-52.96,French Guiana,3180.0
Saint-Georges,3.9105,-51.81,French Guiana,2742.0
Roura,4.73,-52.33,French Guiana,2229.0
Oranjestad,12.5186,-70.0358,Aruba,34980.0
Saint Helier,49.1833,-2.1167,Jersey,33522.0
Mamoudzou,-12.7871,45.275,Mayotte,32057.0
Nuuk,64.175,-51.7333,Greenland,18326.0
Sisimiut,66.9389,-53.6722,Greenland,5539.0
Ilulissat,69.2167,-51.1,Greenland,4670.0
Aasiaat,68.7097,-52.8694,Greenland,3134.0
Qaqortoq,60.7167,-46.0333,Greenland,3093.0
Tasiilaq,65.615,-37.641,Greenland,2018.0
Torshavn,62.0,-6.7833,Faroe Islands,13326.0
Klaksvik,62.2375,-6.539,Faroe Islands,4664.0
Toftir,62.0978,-6.7369,Faroe Islands,
Saltangara,62.1156,-6.7206,Faroe Islands,
Strendur,62.1096,-6.7617,Faroe Islands,
Tvoroyri,61.5544,-6.8063,Faroe Islands,
Hamilton,32.2942,-64.7839,Bermuda,52320.0
George Town,19.2866,-81.3744,Cayman Islands,27704.0
Douglas,54.15,-4.4819,Isle Of Man,25000.0
Koror,7.3433,134.4804,Palau,8744.0
Melekeok,7.4874,134.6265,Palau,7026.0
Ngerulmud,7.5006,134.6242,Palau,
Grand Turk,21.4664,-71.136,Turks And Caicos Islands,5801.0
Avarua,-21.207,-159.771,Cook Islands,5445.0
Vatican City,41.9,12.4478,Vatican City,825.0
Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),2213.0
Grytviken,-54.2806,-36.508,South Georgia And South Sandwich Islands,99.0
